Experiment	Sample	Study	GSM	Scientific name	Taxon id	Strategy	Source	Platform	Selection	Experiment title	Sample title	Design description	Sample attribute_BioSampleModel	Sample attribute_dev_stage	Sample attribute_scientific_name	Sample attribute_cell type	Sample attribute_treatment	Sample attribute_sub_species	Sample attribute_ENA-FIRST-PUBLIC	Sample attribute_passages	Sample attribute_ENA first public	Sample attribute_ENA-LAST-UPDATE	Sample attribute_disease	Sample attribute_ecotype	Sample attribute_cell_line	Sample attribute_External Id	Sample attribute_Submitter Id	Sample attribute_strain	Sample attribute_transcription factor	Sample attribute_INSDC first public	Sample attribute_INSDC status	Sample attribute_cell line	Sample attribute_sex	Sample attribute_antibody	Sample attribute_broker name	Sample attribute_phenotype	Sample attribute_breed	Sample attribute_source_name	Sample attribute_isolate	Sample attribute_INSDC last update	Sample attribute_age	Sample attribute_Sex	Sample attribute_biomaterial_provider	Sample attribute_individual	Sample attribute_chip antibody	Sample attribute_sample name	Sample attribute_INSDC center alias	Sample attribute_chip antibody details	Sample attribute_collection_date	Sample attribute_common name	Sample attribute_genotype	Sample attribute_developmental stage	Sample attribute_tissue	Sample attribute_replicate	Sample attribute_organism part	Sample attribute_geo_loc_name	Sample attribute_tumor grading	Sample attribute_INSDC center name	Sample attribute_cultivar	Sample attribute_ENA last update	Experiment attribute_Experimental Factor: Stationary	Experiment attribute_Experimental Factor: organism part	Experiment attribute_Experimental Factor: CTVT5	Experiment attribute_Experimental Factor: Regressive	Experiment attribute_Experimental Factor: immunoprecipitate	Experiment attribute_Experimental Factor: Progressive	Experiment attribute_Experimental Factor: CTVT6	Experiment attribute_Experimental Factor: CTVT17	Experiment attribute_Experimental Factor: organism	File information_Alternatives_1_@org	File information_@cluster	File information_@filename	File information_Alternatives_1_@url	File information_Alternatives_@access_type	File information_Alternatives_0_@access_type	File information_Alternatives_1_@free_egress	File information_Alternatives_@free_egress	File information_Alternatives_@org	File information_@version	File information_Alternatives_0_@free_egress	File information_@supertype	File information_@sratoolkit	File information_@size	File information_@semantic_name	File information_@date	File information_Alternatives_0_@org	File information_Alternatives_2_@free_egress	File information_Alternatives_1_@access_type	File information_Alternatives_2_@url	File information_@md5	File information_Alternatives_2_@org	File information_Alternatives_0_@url	File information_Alternatives_2_@access_type	File information_Alternatives_@url	File information_@url	Query
SRX20377940	SRS17690278	SRP438055	GSM7360740	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM7360740: 12568_E2F1_Cfa6.66_ins_BioRep3; Canis lupus familiaris; ChIP-Seq	12568_E2F1_Cfa6.66_ins_BioRep3					Brainstem		familiaris																				Brainstem							E2F1 (Cell Signalling Technologies; cat# 3742S, Lot 8; concentration 48ug/ml)				missing		ins					missing														AWS	public	SRR24594590.lite	s3://sra-pub-zq-7/SRR24594590/SRR24594590.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2822354019	SRA Lite	2023-05-22 04:01:46	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-100/SRR24594590/SRR24594590.lite.1	9e787095256405011d015e050c62e309	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594590/SRR24594590.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24594590/SRR24594590	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594590/SRR24594590.lite.1	
SRX20377939	SRS17690279	SRP438055	GSM7360739	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM7360739: 12558_E2F1_Cfa6.66_noins_BioRep3; Canis lupus familiaris; ChIP-Seq	12558_E2F1_Cfa6.66_noins_BioRep3					Brainstem		familiaris																				Brainstem							E2F1 (Cell Signalling Technologies; cat# 3742S, Lot 8; concentration 48ug/ml)				missing		noins					missing														AWS	public	SRR24594591.lite	s3://sra-pub-zq-7/SRR24594591/SRR24594591.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2279540424	SRA Lite	2023-05-22 03:59:47	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-100/SRR24594591/SRR24594591.lite.1	0ed33269873e03d932304288cfca2489	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594591/SRR24594591.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24594591/SRR24594591	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594591/SRR24594591.lite.1	
SRX20377938	SRS17690271	SRP438055	GSM7360738	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM7360738: 12554_E2F1_Cfa6.66_noins_BioRep2; Canis lupus familiaris; ChIP-Seq	12554_E2F1_Cfa6.66_noins_BioRep2					Brainstem		familiaris																				Brainstem							E2F1 (Cell Signalling Technologies; cat# 3742S, Lot 8; concentration 48ug/ml)				missing		noins					missing														AWS	public	SRR24594592.lite	s3://sra-pub-zq-7/SRR24594592/SRR24594592.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2519319713	SRA Lite	2023-05-22 04:00:48	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-100/SRR24594592/SRR24594592.lite.1	f2812aaa938127e7f7bfa4faed85efc1	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594592/SRR24594592.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24594592/SRR24594592	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594592/SRR24594592.lite.1	
SRX20377937	SRS17690272	SRP438055	GSM7360737	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM7360737: 12552_E2F1_Cfa6.66_noins_BioRep1; Canis lupus familiaris; ChIP-Seq	12552_E2F1_Cfa6.66_noins_BioRep1					Brainstem		familiaris																				Brainstem							E2F1 (Cell Signalling Technologies; cat# 3742S, Lot 8; concentration 48ug/ml)				missing		noins					missing														AWS	public	SRR24594593.lite	s3://sra-pub-zq-7/SRR24594593/SRR24594593.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	3028346124	SRA Lite	2023-05-22 04:00:09	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-100/SRR24594593/SRR24594593.lite.1	e4f75cacd4d4a51a919d722c8e859c70	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594593/SRR24594593.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24594593/SRR24594593	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594593/SRR24594593.lite.1	
SRX20377936	SRS17690270	SRP438055	GSM7360736	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM7360736: 12527_E2F1_Cfa6.66_ins_BioRep2; Canis lupus familiaris; ChIP-Seq	12527_E2F1_Cfa6.66_ins_BioRep2					Brainstem		familiaris																				Brainstem							E2F1 (Cell Signalling Technologies; cat# 3742S, Lot 8; concentration 48ug/ml)				missing		ins					missing														AWS	public	SRR24594594.lite	s3://sra-pub-zq-7/SRR24594594/SRR24594594.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2480978681	SRA Lite	2023-05-22 04:00:37	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-100/SRR24594594/SRR24594594.lite.1	76964c2b1d1fdd7101a73f564d4c296d	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594594/SRR24594594.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24594594/SRR24594594	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594594/SRR24594594.lite.1	
SRX20377935	SRS17690269	SRP438055	GSM7360735	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM7360735: 12517_E2F1_Cfa6.66_ins_BioRep1; Canis lupus familiaris; ChIP-Seq	12517_E2F1_Cfa6.66_ins_BioRep1					Brainstem		familiaris																				Brainstem							E2F1 (Cell Signalling Technologies; cat# 3742S, Lot 8; concentration 48ug/ml)				missing		ins					missing														AWS	public	SRR24594595.lite	s3://sra-pub-zq-7/SRR24594595/SRR24594595.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2985694982	SRA Lite	2023-05-22 03:59:51	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-100/SRR24594595/SRR24594595.lite.1	6b8b570734b8b52b4efad59b6b0a067a	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594595/SRR24594595.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24594595/SRR24594595	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24594/SRR24594595/SRR24594595.lite.1	
SRX19523815	SRS16910457	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12554_E2F1_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Mongrel		Mongrel_7		12		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								noinsertion		Brainstem (Pons)						not applicable											AWS	public	SRR23641199.lite	s3://sra-pub-zq-7/SRR23641199/SRR23641199.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	162466291	SRA Lite	2023-03-06 06:01:35	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641199/SRR23641199.lite.1	321cc92388df6550ebdf008bf6476252	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641199/SRR23641199.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641199/SRR23641199	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641199/SRR23641199.lite.1	
SRX19523814	SRS16910456	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12552_E2F1_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Mongrel		Mongrel_6		13		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								noinsertion		Brainstem (Pons)						not applicable											AWS	public	12552_E2F1_CHIPSeq_sorted_dedup.bam	s3://sra-pub-zq-7/SRR23641200/SRR23641200.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	1102697408	bam	2023-02-28 13:45:51	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641200/SRR23641200.lite.1	b5934f83eff43dcce81d10404b15624a	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641200/SRR23641200.lite.1	gcp identity	s3://sra-pub-src-5/SRR23641200/12552_E2F1_CHIPSeq_sorted_dedup.bam.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641200/SRR23641200	
SRX19523813	SRS16910452	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12527_E2F1_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Mongrel		Mongrel_3		13		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								heterozygous		Brainstem (Pons)						not applicable											AWS	public	12527_E2F1_CHIPSeq_sorted_dedup.bam	s3://sra-pub-zq-7/SRR23641201/SRR23641201.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	850961826	bam	2023-02-28 13:44:46	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641201/SRR23641201.lite.1	e9422ac97382101b369a173ed4bd90f5	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641201/SRR23641201.lite.1	gcp identity	s3://sra-pub-src-5/SRR23641201/12527_E2F1_CHIPSeq_sorted_dedup.bam.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641201/SRR23641201	
SRX19523812	SRS16910453	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12517_E2F1_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Labrador Retriever		Labrador_Retriever_1		14		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								heterozygous		Brainstem (Pons)						not applicable											AWS	public	SRR23641202.lite	s3://sra-pub-zq-7/SRR23641202/SRR23641202.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	113272867	SRA Lite	2023-03-06 06:01:26	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641202/SRR23641202.lite.1	408747f4db732e64d81b7fd07da2695d	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641202/SRR23641202.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641202/SRR23641202	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641202/SRR23641202.lite.1	
SRX19523786	SRS16910455	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12568_InputDNA_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Mongrel		Mongrel_11		16		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								heterozygous		Brainstem (Pons)						not applicable											AWS	public	SRR23641228.lite	s3://sra-pub-zq-7/SRR23641228/SRR23641228.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	405056029	SRA Lite	2023-03-06 06:04:15	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641228/SRR23641228.lite.1	4460ff0bb9068ee9e913eb6fa58b563d	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641228/SRR23641228.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641228/SRR23641228	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641228/SRR23641228.lite.1	
SRX19523785	SRS16910454	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12558_InputDNA_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Mongrel		Mongrel_9		14		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								noinsertion		Brainstem (Pons)						not applicable											AWS	public	SRR23641229.lite	s3://sra-pub-zq-7/SRR23641229/SRR23641229.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	336174958	SRA Lite	2023-03-06 06:04:18	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641229/SRR23641229.lite.1	b22b1b7df25f4c9f556cda8ae4715570	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641229/SRR23641229.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641229/SRR23641229	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641229/SRR23641229.lite.1	
SRX19523784	SRS16910457	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12554_InputDNA_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Mongrel		Mongrel_7		12		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								noinsertion		Brainstem (Pons)						not applicable											AWS	public	SRR23641230.lite	s3://sra-pub-zq-7/SRR23641230/SRR23641230.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	408554045	SRA Lite	2023-03-06 06:04:52	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641230/SRR23641230.lite.1	71caa2e3cac98856ddae4541ae9de841	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641230/SRR23641230.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641230/SRR23641230	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641230/SRR23641230.lite.1	
SRX19523783	SRS16910456	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12552_InputDNA_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Mongrel		Mongrel_6		13		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								noinsertion		Brainstem (Pons)						not applicable											AWS	public	12552_InputDNA_CHIPSeq_sorted_dedup.bam	s3://sra-pub-zq-7/SRR23641231/SRR23641231.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	2788167341	bam	2023-02-28 13:48:59	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641231/SRR23641231.lite.1	fa324c4d07f0da5326579979fee482ef	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641231/SRR23641231.lite.1	gcp identity	s3://sra-pub-src-5/SRR23641231/12552_InputDNA_CHIPSeq_sorted_dedup.bam.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641231/SRR23641231	
SRX19523781	SRS16910452	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12527_InputDNA_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Mongrel		Mongrel_3		13		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								heterozygous		Brainstem (Pons)						not applicable											AWS	public	12527_InputDNA_CHIPSeq_sorted_dedup.bam	s3://sra-pub-zq-7/SRR23641233/SRR23641233.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	2616410522	bam	2023-02-28 13:48:44	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641233/SRR23641233.lite.1	2c15a28087ec497ebaa882369d144e8d	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641233/SRR23641233.lite.1	gcp identity	s3://sra-pub-src-5/SRR23641233/12527_InputDNA_CHIPSeq_sorted_dedup.bam.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641233/SRR23641233	
SRX19523780	SRS16910453	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12517_InputDNA_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Labrador Retriever		Labrador_Retriever_1		14		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								heterozygous		Brainstem (Pons)						not applicable											AWS	public	12517_InputDNA_CHIPSeq_sorted_dedup.bam	s3://sra-pub-zq-7/SRR23641234/SRR23641234.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	3459323356	bam	2023-02-28 13:50:47	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641234/SRR23641234.lite.1	3420f785c01709e5d8f8fa985eb90731	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641234/SRR23641234.lite.1	gcp identity	s3://sra-pub-src-5/SRR23641234/12517_InputDNA_CHIPSeq_sorted_dedup.bam.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641234/SRR23641234	
SRX19523779	SRS16910455	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12568_H3K27ac_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Mongrel		Mongrel_11		16		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								heterozygous		Brainstem (Pons)						not applicable											AWS	public	SRR23641235.lite	s3://sra-pub-zq-7/SRR23641235/SRR23641235.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	404535864	SRA Lite	2023-03-06 06:05:13	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641235/SRR23641235.lite.1	5d34b6cec59e089dedf248155a1bb666	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641235/SRR23641235.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641235/SRR23641235	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641235/SRR23641235.lite.1	
SRX19523778	SRS16910454	SRP424956		Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	PCR	12558_H3K27ac_CHIPSeq	Genotype represents TE insertion state at CFA6:5753797	We performed 2X50nt paired-end sequencing at the Princeton University Lewis-Siglers Genomics core facility. All reads were aligned to the CanFam 3.1 reference genome using bowtie2 v2.4.5 and sorted using samtools v1.9. Since libraries were PCR amplified, we removed duplicates (strands with same unique molecular identifiers) using umi_tools v1.1.2.	Model organism or animal	not applicable				familiaris						not applicable				not applicable					male				Mongrel		Mongrel_9		14		Department of Ethology, Eötvös Loránd University, Budapest, Hungary								noinsertion		Brainstem (Pons)						not applicable											AWS	public	SRR23641236.lite	s3://sra-pub-zq-7/SRR23641236/SRR23641236.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	310707679	SRA Lite	2023-03-06 06:05:11	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-104/SRR23641236/SRR23641236.lite.1	97ca3b6c8b05b0d650363ec1110c8f5a	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641236/SRR23641236.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23641236/SRR23641236	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR023/23641/SRR23641236/SRR23641236.lite.1	
